model,k_shots,num_classes,num_filters,num_conv_blocks,dataset,split,epoch,mix,accuracy
ProtoNet,1,5,64,4,amazonreview_all_data,Train,2800,1,0.910800
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,2800,1,0.825648
ProtoNet,1,5,64,4,amazonreview_all_data,val,2800,1,0.469767
ProtoNet,1,5,64,4,amazonreview_all_data,Train,2900,1,0.918400
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,2900,1,0.795482
ProtoNet,1,5,64,4,amazonreview_all_data,val,2900,1,0.465382
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3000,1,0.915200
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3000,1,0.799601
ProtoNet,1,5,64,4,amazonreview_all_data,val,3000,1,0.479336
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3100,1,0.920400
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3100,1,0.804784
ProtoNet,1,5,64,4,amazonreview_all_data,val,3100,1,0.448106
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3200,1,0.935600
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3200,1,0.810631
ProtoNet,1,5,64,4,amazonreview_all_data,val,3200,1,0.447973
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3300,1,0.934400
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3300,1,0.824983
ProtoNet,1,5,64,4,amazonreview_all_data,val,3300,1,0.422326
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3400,1,0.947199
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3400,1,0.815282
ProtoNet,1,5,64,4,amazonreview_all_data,val,3400,1,0.420465
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3500,1,0.944000
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3500,1,0.822326
ProtoNet,1,5,64,4,amazonreview_all_data,val,3500,1,0.428837
ProtoNet,1,5,64,4,amazonreview_all_data,Train,3600,1,0.931599
ProtoNet,1,5,64,4,amazonreview_all_data,indomain-val,3600,1,0.821794
ProtoNet,1,5,64,4,amazonreview_all_data,val,3600,1,0.415947
